,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,Player,Venue,Team,Opposition,TOI,Goals Against,Expected Goals Against,Season
57,57,57,57,57,2014-10-11,Corey Crawford,home,Chicago Blackhawks,Buffalo Sabres,59.6667,2,1.73,20142015
58,58,58,58,58,2014-10-11,Jhonas Enroth,away,Buffalo Sabres,Chicago Blackhawks,59.9833,6,3.46,20142015
59,59,59,59,59,2014-10-11,Semyon Varlamov,home,Colorado Avalanche,Minnesota Wild,57.1333,2,3.55,20142015
60,60,60,60,60,2014-10-11,Darcy Kuemper,away,Minnesota Wild,Colorado Avalanche,59.8667,0,1.95,20142015
61,61,61,61,61,2014-10-11,Devan Dubnyk,home,Arizona Coyotes,Los Angeles Kings,64.7667,2,1.92,20142015
62,62,62,62,62,2014-10-11,Jonathan Quick,away,Los Angeles Kings,Arizona Coyotes,64.7667,3,2.85,20142015
63,63,63,63,63,2014-10-11,Ryan Miller,home,Vancouver Canucks,Edmonton Oilers,64.6,4,2.07,20142015
64,64,64,64,64,2014-10-11,Viktor Fasth,away,Edmonton Oilers,Vancouver Canucks,65.0,4,4.36,20142015
65,65,65,65,65,2014-10-11,Alex Stalock,home,San Jose Sharks,Winnipeg Jets,59.9167,0,3.48,20142015
66,66,66,66,66,2014-10-11,Ondrej Pavelec,away,Winnipeg Jets,San Jose Sharks,60.0,3,2.47,20142015
67,67,67,67,67,2014-10-12,Henrik Lundqvist,home,New York Rangers,Toronto Maple Leafs,35.2167,6,2.53,20142015
68,68,68,68,68,2014-10-12,Cam Talbot,home,New York Rangers,Toronto Maple Leafs,24.7833,0,1.71,20142015
69,69,69,69,69,2014-10-12,James Reimer,away,Toronto Maple Leafs,New York Rangers,46.7167,2,3.23,20142015
70,70,70,70,70,2014-10-12,Jonathan Bernier,away,Toronto Maple Leafs,New York Rangers,13.2833,1,0.73,20142015
71,71,71,71,71,2014-10-12,Martin Jones,home,Los Angeles Kings,Winnipeg Jets,60.0,1,2.55,20142015
72,72,72,72,72,2014-10-12,Ondrej Pavelec,away,Winnipeg Jets,Los Angeles Kings,37.9167,1,1.56,20142015
73,73,73,73,73,2014-10-12,Michael Hutchinson,away,Winnipeg Jets,Los Angeles Kings,22.05,3,1.95,20142015
74,74,74,74,74,2014-10-13,Niklas Svedberg,home,Boston Bruins,Colorado Avalanche,59.9667,2,2.01,20142015
75,75,75,75,75,2014-10-13,Reto Berra,away,Colorado Avalanche,Boston Bruins,59.75,1,2.11,20142015
76,76,76,76,76,2014-10-13,Michal Neuvirth,home,Buffalo Sabres,Anaheim Ducks,59.7667,5,3.64,20142015
77,77,77,77,77,2014-10-13,Frederik Andersen,away,Anaheim Ducks,Buffalo Sabres,59.7833,1,0.98,20142015
78,78,78,78,78,2014-10-13,Roberto Luongo,home,Florida Panthers,Ottawa Senators,59.0333,1,1.61,20142015
79,79,79,79,79,2014-10-13,Craig Anderson,away,Ottawa Senators,Florida Panthers,59.7333,0,2.11,20142015
80,80,80,80,80,2014-10-14,Henrik Lundqvist,home,New York Rangers,New York Islanders,60.0,6,2.98,20142015
81,81,81,81,81,2014-10-14,Jaroslav Halak,away,New York Islanders,New York Rangers,59.85,3,4.33,20142015
82,82,82,82,82,2014-10-14,Steve Mason,home,Philadelphia Flyers,Anaheim Ducks,64.8667,3,2.38,20142015
83,83,83,83,83,2014-10-14,Frederik Andersen,away,Anaheim Ducks,Philadelphia Flyers,65.0,3,3.86,20142015
84,84,84,84,84,2014-10-14,Justin Peters,home,Washington Capitals,San Jose Sharks,55.4333,2,1.69,20142015
85,85,85,85,85,2014-10-14,Braden Holtby,home,Washington Capitals,San Jose Sharks,9.5667,3,0.45,20142015
86,86,86,86,86,2014-10-14,Antti Niemi,away,San Jose Sharks,Washington Capitals,65.0,5,3.54,20142015
87,87,87,87,87,2014-10-14,Cam Ward,home,Carolina Hurricanes,Buffalo Sabres,65.0,3,1.9,20142015
88,88,88,88,88,2014-10-14,Jhonas Enroth,away,Buffalo Sabres,Carolina Hurricanes,65.0,3,3.19,20142015
89,89,89,89,89,2014-10-14,Sergei Bobrovsky,home,Columbus Blue Jackets,Dallas Stars,59.2333,3,1.84,20142015
90,90,90,90,90,2014-10-14,Kari Lehtonen,away,Dallas Stars,Columbus Blue Jackets,60.0,2,3.23,20142015
91,91,91,91,91,2014-10-14,James Reimer,home,Toronto Maple Leafs,Colorado Avalanche,60.3,2,2.4,20142015
92,92,92,92,92,2014-10-14,Semyon Varlamov,away,Colorado Avalanche,Toronto Maple Leafs,60.5667,3,3.84,20142015
93,93,93,93,93,2014-10-14,Evgeni Nabokov,home,Tampa Bay Lightning,New Jersey Devils,59.2,2,2.32,20142015
94,94,94,94,94,2014-10-14,Cory Schneider,away,New Jersey Devils,Tampa Bay Lightning,60.0,1,1.73,20142015
95,95,95,95,95,2014-10-14,Pekka Rinne,home,Nashville Predators,Calgary Flames,65.0,2,1.9,20142015
96,96,96,96,96,2014-10-14,Karri Ramo,away,Calgary Flames,Nashville Predators,65.0,2,2.55,20142015
97,97,97,97,97,2014-10-14,Jonathan Quick,home,Los Angeles Kings,Edmonton Oilers,60.0,1,2.36,20142015
98,98,98,98,98,2014-10-14,Ben Scrivens,away,Edmonton Oilers,Los Angeles Kings,44.4333,3,1.79,20142015
99,99,99,99,99,2014-10-14,Viktor Fasth,away,Edmonton Oilers,Los Angeles Kings,15.5667,3,0.95,20142015
100,100,100,100,100,2014-10-15,Jimmy Howard,home,Detroit Red Wings,Boston Bruins,65.0,2,3.47,20142015
101,101,101,101,101,2014-10-15,Tuukka Rask,away,Boston Bruins,Detroit Red Wings,65.0,2,1.61,20142015
102,102,102,102,102,2014-10-15,Corey Crawford,home,Chicago Blackhawks,Calgary Flames,64.5,2,1.09,20142015
103,103,103,103,103,2014-10-15,Jonas Hiller,away,Calgary Flames,Chicago Blackhawks,64.5833,1,3.92,20142015
104,104,104,104,104,2014-10-15,Mike Smith,home,Arizona Coyotes,Edmonton Oilers,60.0,4,2.03,20142015
105,105,105,105,105,2014-10-15,Ben Scrivens,away,Edmonton Oilers,Arizona Coyotes,57.7167,6,2.73,20142015
106,106,106,106,106,2014-10-16,Jaroslav Halak,home,New York Islanders,San Jose Sharks,65.0,3,1.74,20142015
107,107,107,107,107,2014-10-16,Alex Stalock,away,San Jose Sharks,New York Islanders,65.0,3,4.58,20142015
108,108,108,108,108,2014-10-16,Marc-Andre Fleury,home,Pittsburgh Penguins,Dallas Stars,59.95,3,2.0,20142015
109,109,109,109,109,2014-10-16,Kari Lehtonen,away,Dallas Stars,Pittsburgh Penguins,60.0,2,2.85,20142015
110,110,110,110,110,2014-10-16,Braden Holtby,home,Washington Capitals,New Jersey Devils,59.9833,2,1.63,20142015
111,111,111,111,111,2014-10-16,Cory Schneider,away,New Jersey Devils,Washington Capitals,43.1667,5,1.91,20142015
112,112,112,112,112,2014-10-16,Scott Clemmensen,away,New Jersey Devils,Washington Capitals,16.5833,1,0.5,20142015
113,113,113,113,113,2014-10-16,Carey Price,home,Montreal Canadiens,Boston Bruins,60.0,4,3.05,20142015
114,114,114,114,114,2014-10-16,Tuukka Rask,away,Boston Bruins,Montreal Canadiens,47.25,5,2.23,20142015
115,115,115,115,115,2014-10-16,Niklas Svedberg,away,Boston Bruins,Montreal Canadiens,12.3333,0,0.14,20142015
116,116,116,116,116,2014-10-16,Craig Anderson,home,Ottawa Senators,Colorado Avalanche,60.0,3,2.42,20142015
117,117,117,117,117,2014-10-16,Reto Berra,away,Colorado Avalanche,Ottawa Senators,2.7667,0,0.02,20142015
118,118,118,118,118,2014-10-16,Calvin Pickard,away,Colorado Avalanche,Ottawa Senators,56.6,4,2.9,20142015
119,119,119,119,119,2014-10-16,Jonathan Quick,home,Los Angeles Kings,St Louis Blues,65.0,0,3.97,20142015
120,120,120,120,120,2014-10-16,Brian Elliott,away,St Louis Blues,Los Angeles Kings,65.0,0,1.77,20142015
121,121,121,121,121,2014-10-17,Jhonas Enroth,home,Buffalo Sabres,Florida Panthers,59.6833,1,2.75,20142015
122,122,122,122,122,2014-10-17,Roberto Luongo,away,Florida Panthers,Buffalo Sabres,59.65,0,2.22,20142015
123,123,123,123,123,2014-10-16,Henrik Lundqvist,home,New York Rangers,Carolina Hurricanes,64.9,1,2.07,20142015
124,124,124,124,124,2014-10-16,Anton Khudobin,away,Carolina Hurricanes,New York Rangers,64.9167,1,3.57,20142015
125,125,125,125,125,2014-10-17,Sergei Bobrovsky,home,Columbus Blue Jackets,Calgary Flames,59.8,2,2.08,20142015
126,126,126,126,126,2014-10-17,Karri Ramo,away,Calgary Flames,Columbus Blue Jackets,58.3667,3,2.89,20142015
127,127,127,127,127,2014-10-17,James Reimer,home,Toronto Maple Leafs,Detroit Red Wings,60.0,4,2.11,20142015
128,128,128,128,128,2014-10-17,Jimmy Howard,away,Detroit Red Wings,Toronto Maple Leafs,59.7667,1,2.17,20142015
129,129,129,129,129,2014-10-17,Ondrej Pavelec,home,Winnipeg Jets,Nashville Predators,57.9167,2,2.67,20142015
130,130,130,130,130,2014-10-17,Pekka Rinne,away,Nashville Predators,Winnipeg Jets,59.8833,0,2.3,20142015
131,131,131,131,131,2014-10-17,Ben Scrivens,home,Edmonton Oilers,Vancouver Canucks,58.25,1,1.98,20142015
132,132,132,132,132,2014-10-17,Ryan Miller,away,Vancouver Canucks,Edmonton Oilers,60.0,0,2.39,20142015
133,133,133,133,133,2014-10-17,Frederik Andersen,home,Anaheim Ducks,Minnesota Wild,59.9667,1,3.78,20142015
134,134,134,134,134,2014-10-17,Darcy Kuemper,away,Minnesota Wild,Anaheim Ducks,58.6167,2,2.47,20142015
135,135,135,135,135,2014-10-18,Jhonas Enroth,home,Buffalo Sabres,Boston Bruins,60.0,4,2.68,20142015
136,136,136,136,136,2014-10-18,Niklas Svedberg,away,Boston Bruins,Buffalo Sabres,60.0,0,3.13,20142015
137,137,137,137,137,2014-10-18,Carey Price,home,Montreal Canadiens,Colorado Avalanche,59.9167,2,2.54,20142015
138,138,138,138,138,2014-10-18,Calvin Pickard,away,Colorado Avalanche,Montreal Canadiens,58.0,3,3.75,20142015
139,139,139,139,139,2014-10-18,Robin Lehner,home,Ottawa Senators,Columbus Blue Jackets,60.0,2,2.59,20142015
140,140,140,140,140,2014-10-18,Curtis McElhinney,away,Columbus Blue Jackets,Ottawa Senators,27.0333,2,1.55,20142015
141,141,141,141,141,2014-10-18,Sergei Bobrovsky,away,Columbus Blue Jackets,Ottawa Senators,31.0667,1,1.1,20142015
142,142,142,142,142,2014-10-18,Jonas Gustavsson,home,Detroit Red Wings,Toronto Maple Leafs,64.8167,0,1.53,20142015
143,143,143,143,143,2014-10-18,Jonathan Bernier,away,Toronto Maple Leafs,Detroit Red Wings,64.8333,1,3.08,20142015
144,144,144,144,144,2014-10-18,Cory Schneider,home,New Jersey Devils,San Jose Sharks,59.55,3,3.08,20142015
145,145,145,145,145,2014-10-18,Antti Niemi,away,San Jose Sharks,New Jersey Devils,60.0,2,2.66,20142015
146,146,146,146,146,2014-10-18,Marc-Andre Fleury,home,Pittsburgh Penguins,New York Islanders,60.0,1,3.2,20142015
147,147,147,147,147,2014-10-18,Jaroslav Halak,away,New York Islanders,Pittsburgh Penguins,58.7,2,3.26,20142015
148,148,148,148,148,2014-10-18,Justin Peters,home,Washington Capitals,Florida Panthers,65.0,1,2.11,20142015
149,149,149,149,149,2014-10-18,Al Montoya,away,Florida Panthers,Washington Capitals,64.8833,1,1.91,20142015
150,150,150,150,150,2014-10-18,Kari Lehtonen,home,Dallas Stars,Philadelphia Flyers,62.8167,6,3.85,20142015
151,151,151,151,151,2014-10-18,Ray Emery,away,Philadelphia Flyers,Dallas Stars,22.8167,1,0.82,20142015
152,152,152,152,152,2014-10-18,Steve Mason,away,Philadelphia Flyers,Dallas Stars,40.0,4,1.77,20142015
153,153,153,153,153,2014-10-18,Corey Crawford,home,Chicago Blackhawks,Nashville Predators,63.4333,1,1.74,20142015
154,154,154,154,154,2014-10-18,Carter Hutton,away,Nashville Predators,Chicago Blackhawks,63.4333,2,2.57,20142015
155,155,155,155,155,2014-10-18,Mike Smith,home,Arizona Coyotes,St Louis Blues,59.9167,6,3.75,20142015
156,156,156,156,156,2014-10-18,Jake Allen,away,St Louis Blues,Arizona Coyotes,60.0,1,2.24,20142015
157,157,157,157,157,2014-10-18,Eddie Lack,home,Vancouver Canucks,Tampa Bay Lightning,57.1667,4,2.28,20142015
158,158,158,158,158,2014-10-18,Ben Bishop,away,Tampa Bay Lightning,Vancouver Canucks,59.8833,2,2.79,20142015
159,159,159,159,159,2014-10-19,Jonathan Quick,home,Los Angeles Kings,Minnesota Wild,59.9667,1,3.98,20142015
160,160,160,160,160,2014-10-19,Niklas Backstrom,away,Minnesota Wild,Los Angeles Kings,58.9167,2,1.25,20142015
161,161,161,161,161,2014-10-19,Henrik Lundqvist,home,New York Rangers,San Jose Sharks,60.0,0,2.21,20142015
162,162,162,162,162,2014-10-19,Alex Stalock,away,San Jose Sharks,New York Rangers,59.9,4,3.66,20142015
163,163,163,163,163,2014-10-19,Ondrej Pavelec,home,Winnipeg Jets,Calgary Flames,59.95,4,2.45,20142015
164,164,164,164,164,2014-10-19,Jonas Hiller,away,Calgary Flames,Winnipeg Jets,60.0,1,3.62,20142015
165,165,165,165,165,2014-10-19,Frederik Andersen,home,Anaheim Ducks,St Louis Blues,60.0,0,1.85,20142015
166,166,166,166,166,2014-10-19,Brian Elliott,away,St Louis Blues,Anaheim Ducks,59.4667,3,2.11,20142015
167,167,167,167,167,2014-10-20,Ben Scrivens,home,Edmonton Oilers,Tampa Bay Lightning,60.0,2,1.57,20142015
168,168,168,168,168,2014-10-20,Ben Bishop,away,Tampa Bay Lightning,Edmonton Oilers,58.7833,3,2.16,20142015
169,169,169,169,169,2014-10-21,Tuukka Rask,home,Boston Bruins,San Jose Sharks,60.0,3,2.4,20142015
170,170,170,170,170,2014-10-21,Antti Niemi,away,San Jose Sharks,Boston Bruins,59.3,4,2.37,20142015
171,171,171,171,171,2014-10-21,Cory Schneider,home,New Jersey Devils,New York Rangers,62.6833,4,2.51,20142015
172,172,172,172,172,2014-10-21,Henrik Lundqvist,away,New York Rangers,New Jersey Devils,62.7,3,2.95,20142015
173,173,173,173,173,2014-10-21,Chad Johnson,home,New York Islanders,Toronto Maple Leafs,19.8,0,0.48,20142015
174,174,174,174,174,2014-10-21,Jaroslav Halak,home,New York Islanders,Toronto Maple Leafs,40.0,5,1.71,20142015
175,175,175,175,175,2014-10-21,Jonathan Bernier,away,Toronto Maple Leafs,New York Islanders,60.0,2,3.95,20142015
176,176,176,176,176,2014-10-21,Carey Price,home,Montreal Canadiens,Detroit Red Wings,60.9333,1,3.28,20142015
177,177,177,177,177,2014-10-21,Jimmy Howard,away,Detroit Red Wings,Montreal Canadiens,60.4167,2,2.2,20142015
178,178,178,178,178,2014-10-21,Pekka Rinne,home,Nashville Predators,Arizona Coyotes,65.0,3,2.68,20142015
179,179,179,179,179,2014-10-21,Devan Dubnyk,away,Arizona Coyotes,Nashville Predators,65.0,3,3.11,20142015
180,180,180,180,180,2014-10-21,Ondrej Pavelec,home,Winnipeg Jets,Carolina Hurricanes,60.0,1,2.03,20142015
181,181,181,181,181,2014-10-21,Anton Khudobin,away,Carolina Hurricanes,Winnipeg Jets,58.2333,3,2.49,20142015
182,182,182,182,182,2014-10-21,Antti Raanta,home,Chicago Blackhawks,Philadelphia Flyers,60.0,0,2.14,20142015
183,183,183,183,183,2014-10-21,Steve Mason,away,Philadelphia Flyers,Chicago Blackhawks,60.0,4,4.48,20142015
184,184,184,184,184,2014-10-21,Kari Lehtonen,home,Dallas Stars,Vancouver Canucks,60.0,3,5.23,20142015
185,185,185,185,185,2014-10-21,Ryan Miller,away,Vancouver Canucks,Dallas Stars,21.2833,5,1.28,20142015
186,186,186,186,186,2014-10-21,Eddie Lack,away,Vancouver Canucks,Dallas Stars,38.65,1,1.17,20142015
187,187,187,187,187,2014-10-21,Reto Berra,home,Colorado Avalanche,Florida Panthers,62.3667,4,2.91,20142015
188,188,188,188,188,2014-10-21,Roberto Luongo,away,Florida Panthers,Colorado Avalanche,62.3833,3,2.39,20142015
189,189,189,189,189,2014-10-21,Karri Ramo,home,Calgary Flames,Tampa Bay Lightning,62.7167,2,2.04,20142015
190,190,190,190,190,2014-10-21,Evgeni Nabokov,away,Tampa Bay Lightning,Calgary Flames,63.0,1,2.01,20142015
191,191,191,191,191,2014-11-09,Robin Lehner,home,Ottawa Senators,Toronto Maple Leafs,58.2833,5,2.86,20142015
192,192,192,192,192,2014-11-09,James Reimer,away,Toronto Maple Leafs,Ottawa Senators,60.0,3,3.82,20142015
193,193,193,193,193,2014-10-22,Marc-Andre Fleury,home,Pittsburgh Penguins,Philadelphia Flyers,59.0833,4,2.65,20142015
194,194,194,194,194,2014-10-22,Ray Emery,away,Philadelphia Flyers,Pittsburgh Penguins,60.0,3,1.86,20142015
195,195,195,195,195,2014-10-22,Ben Scrivens,home,Edmonton Oilers,Washington Capitals,60.0,2,3.2,20142015
196,196,196,196,196,2014-10-22,Braden Holtby,away,Washington Capitals,Edmonton Oilers,58.65,3,1.33,20142015
197,197,197,197,197,2014-10-22,Frederik Andersen,home,Anaheim Ducks,Buffalo Sabres,59.9833,1,3.22,20142015
198,198,198,198,198,2014-10-22,Michal Neuvirth,away,Buffalo Sabres,Anaheim Ducks,59.7333,3,3.08,20142015
199,199,199,199,199,2014-10-23,Niklas Svedberg,home,Boston Bruins,New York Islanders,58.8333,3,2.5,20142015
200,200,200,200,200,2014-10-23,Chad Johnson,away,New York Islanders,Boston Bruins,60.0,2,3.24,20142015
201,201,201,201,201,2014-10-23,Jimmy Howard,home,Detroit Red Wings,Pittsburgh Penguins,63.45,3,2.1,20142015
202,202,202,202,202,2014-10-23,Thomas Greiss,away,Pittsburgh Penguins,Detroit Red Wings,64.1833,4,3.0,20142015
203,203,203,203,203,2014-10-23,Jake Allen,home,St Louis Blues,Vancouver Canucks,59.45,3,2.27,20142015
204,204,204,204,204,2014-10-23,Ryan Miller,away,Vancouver Canucks,St Louis Blues,60.0,1,2.86,20142015
205,205,205,205,205,2014-10-23,Pekka Rinne,home,Nashville Predators,Chicago Blackhawks,60.0,2,2.5,20142015
206,206,206,206,206,2014-10-23,Antti Raanta,away,Chicago Blackhawks,Nashville Predators,58.5833,3,1.77,20142015
207,207,207,207,207,2014-10-23,Darcy Kuemper,home,Minnesota Wild,Arizona Coyotes,60.0,0,1.67,20142015
208,208,208,208,208,2014-10-23,Mike Smith,away,Arizona Coyotes,Minnesota Wild,58.2,2,1.97,20142015
209,209,209,209,209,2014-10-23,Jonas Hiller,home,Calgary Flames,Carolina Hurricanes,60.0,0,0.88,20142015
210,210,210,210,210,2014-10-23,Cam Ward,away,Carolina Hurricanes,Calgary Flames,60.0,5,1.67,20142015
211,211,211,211,211,2014-10-23,Jonathan Quick,home,Los Angeles Kings,Buffalo Sabres,59.9667,0,2.24,20142015
212,212,212,212,212,2014-10-23,Jhonas Enroth,away,Buffalo Sabres,Los Angeles Kings,59.6,2,4.15,20142015
213,213,213,213,213,2014-10-23,Antti Niemi,home,San Jose Sharks,Columbus Blue Jackets,59.2333,5,3.49,20142015
214,214,214,214,214,2014-10-23,Sergei Bobrovsky,away,Columbus Blue Jackets,San Jose Sharks,59.3333,4,2.56,20142015
215,215,215,215,215,2014-10-24,Cory Schneider,home,New Jersey Devils,Dallas Stars,65.0,2,2.47,20142015
216,216,216,216,216,2014-10-24,Kari Lehtonen,away,Dallas Stars,New Jersey Devils,64.9667,2,1.98,20142015
217,217,217,217,217,2014-10-24,Ondrej Pavelec,home,Winnipeg Jets,Tampa Bay Lightning,40.0,4,1.57,20142015
218,218,218,218,218,2014-10-24,Michael Hutchinson,home,Winnipeg Jets,Tampa Bay Lightning,18.15,0,0.76,20142015
219,219,219,219,219,2014-10-24,Ben Bishop,away,Tampa Bay Lightning,Winnipeg Jets,59.9333,2,4.15,20142015
220,220,220,220,220,2014-10-24,Semyon Varlamov,home,Colorado Avalanche,Vancouver Canucks,60.0,3,2.05,20142015
221,221,221,221,221,2014-10-24,Eddie Lack,away,Vancouver Canucks,Colorado Avalanche,60.0,7,3.46,20142015
222,222,222,222,222,2014-10-24,Ben Scrivens,home,Edmonton Oilers,Carolina Hurricanes,59.7333,3,2.18,20142015
223,223,223,223,223,2014-10-24,Anton Khudobin,away,Carolina Hurricanes,Edmonton Oilers,59.05,5,3.28,20142015
224,224,224,224,224,2014-10-24,John Gibson,home,Anaheim Ducks,Columbus Blue Jackets,60.0,1,1.74,20142015
