,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,Player,Venue,Team,Opposition,TOI,Goals Against,Expected Goals Against,Season
51,51,51,51,51,2016-10-15,Scott Darling,home,Chicago Blackhawks,Nashville Predators,60.0,3,3.6,20162017
52,52,52,52,52,2016-10-15,Marek Mazanec,away,Nashville Predators,Chicago Blackhawks,58.4333,5,2.33,20162017
53,53,53,53,53,2016-10-15,Semyon Varlamov,home,Colorado Avalanche,Dallas Stars,60.0,5,2.13,20162017
54,54,54,54,54,2016-10-15,Antti Niemi,away,Dallas Stars,Colorado Avalanche,27.0833,5,1.79,20162017
55,55,55,55,55,2016-10-15,Kari Lehtonen,away,Dallas Stars,Colorado Avalanche,31.95,1,1.07,20162017
56,56,56,56,56,2016-10-15,Mike Smith,home,Arizona Coyotes,Philadelphia Flyers,63.0333,3,2.96,20162017
57,57,57,57,57,2016-10-15,Steve Mason,away,Philadelphia Flyers,Arizona Coyotes,63.2,4,3.67,20162017
58,58,58,58,58,2016-10-15,Ryan Miller,home,Vancouver Canucks,Calgary Flames,64.95,0,1.52,20162017
59,59,59,59,59,2016-10-15,Chad Johnson,away,Calgary Flames,Vancouver Canucks,65.0,1,2.45,20162017
60,60,60,60,60,2016-10-16,Jaroslav Halak,home,New York Islanders,Anaheim Ducks,60.8667,2,1.44,20162017
61,61,61,61,61,2016-10-16,John Gibson,away,Anaheim Ducks,New York Islanders,60.1667,3,2.66,20162017
62,62,62,62,62,2016-10-16,Cam Talbot,home,Edmonton Oilers,Buffalo Sabres,49.9333,6,2.43,20162017
63,63,63,63,63,2016-10-16,Jonas Gustavsson,home,Edmonton Oilers,Buffalo Sabres,10.0667,0,0.12,20162017
64,64,64,64,64,2016-10-16,Robin Lehner,away,Buffalo Sabres,Edmonton Oilers,60.0,2,3.49,20162017
65,65,65,65,65,2016-10-16,Jacob Markstrom,home,Vancouver Canucks,Carolina Hurricanes,60.3833,3,1.87,20162017
66,66,66,66,66,2016-10-16,Eddie Lack,away,Carolina Hurricanes,Vancouver Canucks,60.4167,4,2.3,20162017
67,67,67,67,67,2016-10-17,Antti Raanta,home,New York Rangers,San Jose Sharks,59.9667,4,2.54,20162017
68,68,68,68,68,2016-10-17,Martin Jones,away,San Jose Sharks,New York Rangers,59.0167,5,2.87,20162017
69,69,69,69,69,2016-10-17,Marc-Andre Fleury,home,Pittsburgh Penguins,Colorado Avalanche,59.5333,4,3.67,20162017
70,70,70,70,70,2016-10-17,Calvin Pickard,away,Colorado Avalanche,Pittsburgh Penguins,60.3667,3,2.52,20162017
71,71,71,71,71,2016-10-17,Petr Mrazek,home,Detroit Red Wings,Ottawa Senators,59.9667,1,2.61,20162017
72,72,72,72,72,2016-10-17,Andrew Hammond,away,Ottawa Senators,Detroit Red Wings,60.0,5,2.4,20162017
73,73,73,73,73,2016-10-17,Connor Hellebuyck,home,Winnipeg Jets,Boston Bruins,59.1667,3,2.17,20162017
74,74,74,74,74,2016-10-17,Tuukka Rask,away,Boston Bruins,Winnipeg Jets,60.0,1,2.5,20162017
75,75,75,75,75,2016-10-18,Cory Schneider,home,New Jersey Devils,Anaheim Ducks,59.9667,1,2.84,20162017
76,76,76,76,76,2016-10-18,John Gibson,away,Anaheim Ducks,New Jersey Devils,58.65,2,2.39,20162017
77,77,77,77,77,2016-10-18,Jaroslav Halak,home,New York Islanders,San Jose Sharks,58.55,3,2.73,20162017
78,78,78,78,78,2016-10-18,Aaron Dell,away,San Jose Sharks,New York Islanders,60.0,2,1.73,20162017
79,79,79,79,79,2016-10-18,Philipp Grubauer,home,Washington Capitals,Colorado Avalanche,60.0,0,1.61,20162017
80,80,80,80,80,2016-10-18,Semyon Varlamov,away,Colorado Avalanche,Washington Capitals,60.0,3,2.85,20162017
81,81,81,81,81,2016-10-18,Al Montoya,home,Montreal Canadiens,Pittsburgh Penguins,60.0,0,3.26,20162017
82,82,82,82,82,2016-10-18,Marc-Andre Fleury,away,Pittsburgh Penguins,Montreal Canadiens,60.0,4,3.0,20162017
83,83,83,83,83,2016-10-18,Craig Anderson,home,Ottawa Senators,Arizona Coyotes,60.0,4,3.34,20162017
84,84,84,84,84,2016-10-18,Louis Domingue,away,Arizona Coyotes,Ottawa Senators,11.6333,3,1.06,20162017
85,85,85,85,85,2016-10-18,Mike Smith,away,Arizona Coyotes,Ottawa Senators,47.1667,3,2.47,20162017
86,86,86,86,86,2016-10-18,Ben Bishop,home,Tampa Bay Lightning,Florida Panthers,63.9667,3,2.66,20162017
87,87,87,87,87,2016-10-18,James Reimer,away,Florida Panthers,Tampa Bay Lightning,64.7833,3,2.24,20162017
88,88,88,88,88,2016-10-18,Pekka Rinne,home,Nashville Predators,Dallas Stars,58.0333,2,3.28,20162017
89,89,89,89,89,2016-10-18,Kari Lehtonen,away,Dallas Stars,Nashville Predators,59.9833,1,1.98,20162017
90,90,90,90,90,2016-10-18,Darcy Kuemper,home,Minnesota Wild,Los Angeles Kings,60.0,3,2.37,20162017
91,91,91,91,91,2016-10-18,Peter Budaj,away,Los Angeles Kings,Minnesota Wild,19.8833,0,0.56,20162017
92,92,92,92,92,2016-10-18,Jeff Zatkoff,away,Los Angeles Kings,Minnesota Wild,40.0,5,1.3,20162017
93,93,93,93,93,2016-10-18,Corey Crawford,home,Chicago Blackhawks,Philadelphia Flyers,59.9667,4,2.77,20162017
94,94,94,94,94,2016-10-18,Michal Neuvirth,away,Philadelphia Flyers,Chicago Blackhawks,25.0667,4,1.11,20162017
95,95,95,95,95,2016-10-18,Steve Mason,away,Philadelphia Flyers,Chicago Blackhawks,33.5167,2,1.01,20162017
96,96,96,96,96,2016-10-18,Chad Johnson,home,Calgary Flames,Buffalo Sabres,62.3667,3,2.69,20162017
97,97,97,97,97,2016-10-18,Robin Lehner,away,Buffalo Sabres,Calgary Flames,62.1333,4,3.33,20162017
98,98,98,98,98,2016-10-18,Cam Talbot,home,Edmonton Oilers,Carolina Hurricanes,60.0,2,0.0,20162017
99,99,99,99,99,2016-10-18,Cam Ward,away,Carolina Hurricanes,Edmonton Oilers,58.0,3,0.0,20162017
100,100,100,100,100,2016-10-18,Jacob Markstrom,home,Vancouver Canucks,St Louis Blues,61.6667,1,1.83,20162017
101,101,101,101,101,2016-10-18,Jake Allen,away,St Louis Blues,Vancouver Canucks,61.6667,2,3.09,20162017
102,102,102,102,102,2016-10-19,Henrik Lundqvist,home,New York Rangers,Detroit Red Wings,58.6833,2,1.96,20162017
103,103,103,103,103,2016-10-19,Jimmy Howard,away,Detroit Red Wings,New York Rangers,60.0,1,3.71,20162017
104,104,104,104,104,2016-10-19,Michael Hutchinson,home,Winnipeg Jets,Toronto Maple Leafs,61.9833,4,3.68,20162017
105,105,105,105,105,2016-10-19,Frederik Andersen,away,Toronto Maple Leafs,Winnipeg Jets,62.6667,5,2.9,20162017
106,106,106,106,106,2016-10-20,Tuukka Rask,home,Boston Bruins,New Jersey Devils,60.0,1,2.16,20162017
107,107,107,107,107,2016-10-20,Cory Schneider,away,New Jersey Devils,Boston Bruins,58.8833,2,2.78,20162017
108,108,108,108,108,2016-10-20,Steve Mason,home,Philadelphia Flyers,Anaheim Ducks,58.9,3,2.78,20162017
109,109,109,109,109,2016-10-20,John Gibson,away,Anaheim Ducks,Philadelphia Flyers,59.7333,2,1.58,20162017
110,110,110,110,110,2016-10-20,Marc-Andre Fleury,home,Pittsburgh Penguins,San Jose Sharks,60.0,2,2.67,20162017
111,111,111,111,111,2016-10-20,Martin Jones,away,San Jose Sharks,Pittsburgh Penguins,57.8,3,2.81,20162017
112,112,112,112,112,2016-10-20,Carey Price,home,Montreal Canadiens,Arizona Coyotes,59.1833,2,2.23,20162017
113,113,113,113,113,2016-10-20,Louis Domingue,away,Arizona Coyotes,Montreal Canadiens,25.8167,4,1.15,20162017
114,114,114,114,114,2016-10-20,Justin Peters,away,Arizona Coyotes,Montreal Canadiens,34.1833,1,3.33,20162017
115,115,115,115,115,2016-10-20,Ben Bishop,home,Tampa Bay Lightning,Colorado Avalanche,55.7833,4,1.46,20162017
116,116,116,116,116,2016-10-20,Semyon Varlamov,away,Colorado Avalanche,Tampa Bay Lightning,60.0,0,1.9,20162017
117,117,117,117,117,2016-10-20,Roberto Luongo,home,Florida Panthers,Washington Capitals,59.1167,4,2.44,20162017
118,118,118,118,118,2016-10-20,Braden Holtby,away,Washington Capitals,Florida Panthers,60.0,2,2.44,20162017
119,119,119,119,119,2016-10-20,Devan Dubnyk,home,Minnesota Wild,Toronto Maple Leafs,60.0,2,2.72,20162017
120,120,120,120,120,2016-10-20,Jhonas Enroth,away,Toronto Maple Leafs,Minnesota Wild,58.3833,3,2.33,20162017
121,121,121,121,121,2016-10-20,Kari Lehtonen,home,Dallas Stars,Los Angeles Kings,60.7,4,3.25,20162017
122,122,122,122,122,2016-10-20,Peter Budaj,away,Los Angeles Kings,Dallas Stars,61.3333,3,1.95,20162017
123,123,123,123,123,2016-10-20,Brian Elliott,home,Calgary Flames,Carolina Hurricanes,59.4833,4,2.84,20162017
124,124,124,124,124,2016-10-20,Eddie Lack,away,Carolina Hurricanes,Calgary Flames,59.9,2,2.47,20162017
125,125,125,125,125,2016-10-20,Cam Talbot,home,Edmonton Oilers,St Louis Blues,60.0,1,2.76,20162017
126,126,126,126,126,2016-10-20,Jake Allen,away,St Louis Blues,Edmonton Oilers,59.3,2,2.34,20162017
127,127,127,127,127,2016-10-20,Jacob Markstrom,home,Vancouver Canucks,Buffalo Sabres,60.0,1,3.14,20162017
128,128,128,128,128,2016-10-20,Robin Lehner,away,Buffalo Sabres,Vancouver Canucks,60.0333,2,2.12,20162017
129,129,129,129,129,2016-10-21,Jaroslav Halak,home,New York Islanders,Arizona Coyotes,59.8833,2,1.63,20162017
130,130,130,130,130,2016-10-21,Louis Domingue,away,Arizona Coyotes,New York Islanders,58.6833,3,2.63,20162017
131,131,131,131,131,2016-10-21,Sergei Bobrovsky,home,Columbus Blue Jackets,Chicago Blackhawks,59.9667,2,4.31,20162017
132,132,132,132,132,2016-10-21,Corey Crawford,away,Chicago Blackhawks,Columbus Blue Jackets,57.25,3,3.82,20162017
133,133,133,133,133,2016-10-21,Petr Mrazek,home,Detroit Red Wings,Nashville Predators,59.95,3,2.84,20162017
134,134,134,134,134,2016-10-21,Pekka Rinne,away,Nashville Predators,Detroit Red Wings,59.3667,4,3.7,20162017
135,135,135,135,135,2016-10-22,Anton Khudobin,home,Boston Bruins,Montreal Canadiens,57.2667,4,2.46,20162017
136,136,136,136,136,2016-10-22,Carey Price,away,Montreal Canadiens,Boston Bruins,60.0,2,2.52,20162017
137,137,137,137,137,2016-10-22,Craig Anderson,home,Ottawa Senators,Tampa Bay Lightning,60.0,4,2.47,20162017
138,138,138,138,138,2016-10-22,Andrei Vasilevskiy,away,Tampa Bay Lightning,Ottawa Senators,60.0,1,2.04,20162017
139,139,139,139,139,2016-10-22,Jimmy Howard,home,Detroit Red Wings,San Jose Sharks,59.95,0,2.74,20162017
140,140,140,140,140,2016-10-22,Martin Jones,away,San Jose Sharks,Detroit Red Wings,56.7833,3,2.62,20162017
141,141,141,141,141,2016-10-22,Roberto Luongo,home,Florida Panthers,Colorado Avalanche,59.7167,2,1.34,20162017
142,142,142,142,142,2016-10-22,Semyon Varlamov,away,Colorado Avalanche,Florida Panthers,59.95,5,2.96,20162017
143,143,143,143,143,2016-10-22,Cory Schneider,home,New Jersey Devils,Minnesota Wild,60.4833,1,2.05,20162017
144,144,144,144,144,2016-10-22,Devan Dubnyk,away,Minnesota Wild,New Jersey Devils,60.4833,2,2.06,20162017
145,145,145,145,145,2016-10-22,Steve Mason,home,Philadelphia Flyers,Carolina Hurricanes,59.4333,3,0.0,20162017
146,146,146,146,146,2016-10-22,Eddie Lack,away,Carolina Hurricanes,Philadelphia Flyers,59.95,6,0.0,20162017
147,147,147,147,147,2016-10-22,Braden Holtby,home,Washington Capitals,New York Rangers,58.4833,3,2.54,20162017
148,148,148,148,148,2016-10-22,Henrik Lundqvist,away,New York Rangers,Washington Capitals,59.6833,2,1.88,20162017
149,149,149,149,149,2016-10-22,Scott Darling,home,Chicago Blackhawks,Toronto Maple Leafs,64.2833,4,2.9,20162017
150,150,150,150,150,2016-10-22,Frederik Andersen,away,Toronto Maple Leafs,Chicago Blackhawks,64.2667,4,3.61,20162017
151,151,151,151,151,2016-10-22,Juuse Saros,home,Nashville Predators,Pittsburgh Penguins,59.3667,1,2.68,20162017
152,152,152,152,152,2016-10-22,Mike Condon,away,Pittsburgh Penguins,Nashville Predators,20.0,0,0.38,20162017
153,153,153,153,153,2016-10-22,Marc-Andre Fleury,away,Pittsburgh Penguins,Nashville Predators,40.0,5,2.36,20162017
154,154,154,154,154,2016-10-22,Kari Lehtonen,home,Dallas Stars,Columbus Blue Jackets,59.4333,2,2.85,20162017
155,155,155,155,155,2016-10-22,Sergei Bobrovsky,away,Columbus Blue Jackets,Dallas Stars,60.0,0,3.37,20162017
156,156,156,156,156,2016-10-22,Chad Johnson,home,Calgary Flames,St Louis Blues,59.3833,5,4.03,20162017
157,157,157,157,157,2016-10-22,Jake Allen,away,St Louis Blues,Calgary Flames,60.0,4,1.97,20162017
158,158,158,158,158,2016-10-22,Peter Budaj,home,Los Angeles Kings,Vancouver Canucks,65.0,3,2.14,20162017
159,159,159,159,159,2016-10-22,Jacob Markstrom,away,Vancouver Canucks,Los Angeles Kings,64.6333,3,3.41,20162017
160,160,160,160,160,2016-10-23,Connor Hellebuyck,home,Winnipeg Jets,Edmonton Oilers,54.7333,3,2.87,20162017
161,161,161,161,161,2016-10-23,Cam Talbot,away,Edmonton Oilers,Winnipeg Jets,60.0,0,2.92,20162017
162,162,162,162,162,2016-10-23,Thomas Greiss,home,New York Islanders,Minnesota Wild,60.0,3,3.11,20162017
163,163,163,163,163,2016-10-23,Darcy Kuemper,away,Minnesota Wild,New York Islanders,59.8667,5,1.77,20162017
164,164,164,164,164,2016-10-23,Henrik Lundqvist,home,New York Rangers,Arizona Coyotes,59.9333,2,2.07,20162017
165,165,165,165,165,2016-10-23,Louis Domingue,away,Arizona Coyotes,New York Rangers,58.8333,3,3.4,20162017
166,166,166,166,166,2016-10-23,John Gibson,home,Anaheim Ducks,Vancouver Canucks,60.0,2,1.9,20162017
167,167,167,167,167,2016-10-23,Ryan Miller,away,Vancouver Canucks,Anaheim Ducks,59.0,4,3.3,20162017
168,168,168,168,168,2016-10-24,Carey Price,home,Montreal Canadiens,Philadelphia Flyers,59.9833,1,1.97,20162017
169,169,169,169,169,2016-10-24,Steve Mason,away,Philadelphia Flyers,Montreal Canadiens,58.5833,2,2.3,20162017
170,170,170,170,170,2016-10-24,Corey Crawford,home,Chicago Blackhawks,Calgary Flames,65.0,2,2.43,20162017
171,171,171,171,171,2016-10-24,Brian Elliott,away,Calgary Flames,Chicago Blackhawks,64.7167,2,2.97,20162017
172,172,172,172,172,2016-10-25,Zane McIntyre,home,Boston Bruins,Minnesota Wild,29.4,2,1.41,20162017
173,173,173,173,173,2016-10-25,Malcolm Subban,home,Boston Bruins,Minnesota Wild,30.6,3,1.43,20162017
174,174,174,174,174,2016-10-25,Devan Dubnyk,away,Minnesota Wild,Boston Bruins,60.0,0,2.43,20162017
175,175,175,175,175,2016-10-25,Cory Schneider,home,New Jersey Devils,Arizona Coyotes,60.0,3,1.98,20162017
176,176,176,176,176,2016-10-25,Justin Peters,away,Arizona Coyotes,New Jersey Devils,58.7333,4,1.99,20162017
177,177,177,177,177,2016-10-25,Michal Neuvirth,home,Philadelphia Flyers,Buffalo Sabres,35.7167,3,1.88,20162017
178,178,178,178,178,2016-10-25,Steve Mason,home,Philadelphia Flyers,Buffalo Sabres,29.2833,0,0.69,20162017
179,179,179,179,179,2016-10-25,Anders Nilsson,away,Buffalo Sabres,Philadelphia Flyers,64.7333,3,4.5,20162017
180,180,180,180,180,2016-10-25,Marc-Andre Fleury,home,Pittsburgh Penguins,Florida Panthers,60.0,2,2.29,20162017
181,181,181,181,181,2016-10-25,James Reimer,away,Florida Panthers,Pittsburgh Penguins,59.5667,3,1.07,20162017
182,182,182,182,182,2016-10-25,Frederik Andersen,home,Toronto Maple Leafs,Tampa Bay Lightning,60.0,7,2.98,20162017
183,183,183,183,183,2016-10-25,Ben Bishop,away,Tampa Bay Lightning,Toronto Maple Leafs,60.0,3,3.27,20162017
184,184,184,184,184,2016-10-25,Petr Mrazek,home,Detroit Red Wings,Carolina Hurricanes,60.0,2,1.61,20162017
185,185,185,185,185,2016-10-25,Cam Ward,away,Carolina Hurricanes,Detroit Red Wings,58.0833,4,1.46,20162017
186,186,186,186,186,2016-10-25,Carter Hutton,home,St Louis Blues,Calgary Flames,59.25,3,2.25,20162017
187,187,187,187,187,2016-10-25,Brian Elliott,away,Calgary Flames,St Louis Blues,60.0,1,2.33,20162017
188,188,188,188,188,2016-10-25,Antti Niemi,home,Dallas Stars,Winnipeg Jets,59.8833,2,2.75,20162017
189,189,189,189,189,2016-10-25,Michael Hutchinson,away,Winnipeg Jets,Dallas Stars,58.9333,3,2.94,20162017
190,190,190,190,190,2016-10-25,Ryan Miller,home,Vancouver Canucks,Ottawa Senators,59.1,2,1.78,20162017
191,191,191,191,191,2016-10-25,Craig Anderson,away,Ottawa Senators,Vancouver Canucks,59.95,0,1.65,20162017
192,192,192,192,192,2016-10-25,Peter Budaj,home,Los Angeles Kings,Columbus Blue Jackets,61.2333,2,1.32,20162017
193,193,193,193,193,2016-10-25,Sergei Bobrovsky,away,Columbus Blue Jackets,Los Angeles Kings,61.2333,3,2.08,20162017
194,194,194,194,194,2016-10-25,Martin Jones,home,San Jose Sharks,Anaheim Ducks,60.8833,1,1.96,20162017
195,195,195,195,195,2016-10-25,Jonathan Bernier,away,Anaheim Ducks,San Jose Sharks,20.0,1,0.99,20162017
196,196,196,196,196,2016-10-25,John Gibson,away,Anaheim Ducks,San Jose Sharks,41.4,1,2.11,20162017
197,197,197,197,197,2016-10-26,Thomas Greiss,home,New York Islanders,Montreal Canadiens,58.7167,3,2.85,20162017
198,198,198,198,198,2016-10-26,Al Montoya,away,Montreal Canadiens,New York Islanders,60.0,2,1.64,20162017
199,199,199,199,199,2016-10-26,Henrik Lundqvist,home,New York Rangers,Boston Bruins,60.0,2,1.9,20162017
200,200,200,200,200,2016-10-26,Zane McIntyre,away,Boston Bruins,New York Rangers,59.9667,5,3.79,20162017
201,201,201,201,201,2016-10-26,Cam Talbot,home,Edmonton Oilers,Washington Capitals,59.95,1,3.47,20162017
202,202,202,202,202,2016-10-26,Braden Holtby,away,Washington Capitals,Edmonton Oilers,60.0,4,3.28,20162017
203,203,203,203,203,2016-10-26,John Gibson,home,Anaheim Ducks,Nashville Predators,60.0,1,2.34,20162017
204,204,204,204,204,2016-10-26,Pekka Rinne,away,Nashville Predators,Anaheim Ducks,35.0667,4,1.67,20162017
205,205,205,205,205,2016-10-26,Marek Mazanec,away,Nashville Predators,Anaheim Ducks,24.9333,2,1.27,20162017
206,206,206,206,206,2016-10-27,Anders Nilsson,home,Buffalo Sabres,Minnesota Wild,59.5,3,1.57,20162017
207,207,207,207,207,2016-10-27,Devan Dubnyk,away,Minnesota Wild,Buffalo Sabres,60.0,0,3.01,20162017
208,208,208,208,208,2016-10-27,Steve Mason,home,Philadelphia Flyers,Arizona Coyotes,58.6,5,2.83,20162017
209,209,209,209,209,2016-10-27,Louis Domingue,away,Arizona Coyotes,Philadelphia Flyers,60.0,4,4.54,20162017
210,210,210,210,210,2016-10-27,Marc-Andre Fleury,home,Pittsburgh Penguins,New York Islanders,59.95,2,3.8,20162017
211,211,211,211,211,2016-10-27,Jaroslav Halak,away,New York Islanders,Pittsburgh Penguins,58.1333,4,3.45,20162017
212,212,212,212,212,2016-10-27,Frederik Andersen,home,Toronto Maple Leafs,Florida Panthers,60.0,2,2.84,20162017
213,213,213,213,213,2016-10-27,Roberto Luongo,away,Florida Panthers,Toronto Maple Leafs,58.9167,3,3.1,20162017
214,214,214,214,214,2016-10-27,Carey Price,home,Montreal Canadiens,Tampa Bay Lightning,60.0,1,1.87,20162017
215,215,215,215,215,2016-10-27,Ben Bishop,away,Tampa Bay Lightning,Montreal Canadiens,58.9,2,1.25,20162017
216,216,216,216,216,2016-10-27,Jake Allen,home,St Louis Blues,Detroit Red Wings,64.8833,1,1.85,20162017
217,217,217,217,217,2016-10-27,Petr Mrazek,away,Detroit Red Wings,St Louis Blues,65.0,1,2.39,20162017
218,218,218,218,218,2016-10-27,Connor Hellebuyck,home,Winnipeg Jets,Dallas Stars,59.95,1,4.92,20162017
219,219,219,219,219,2016-10-27,Antti Niemi,away,Dallas Stars,Winnipeg Jets,55.2167,4,2.73,20162017
220,220,220,220,220,2016-10-27,Peter Budaj,home,Los Angeles Kings,Nashville Predators,64.5167,2,2.19,20162017
221,221,221,221,221,2016-10-27,Pekka Rinne,away,Nashville Predators,Los Angeles Kings,64.5167,3,4.44,20162017
222,222,222,222,222,2016-10-27,Martin Jones,home,San Jose Sharks,Columbus Blue Jackets,59.9,1,2.11,20162017
223,223,223,223,223,2016-10-27,Sergei Bobrovsky,away,Columbus Blue Jackets,San Jose Sharks,58.2,2,2.7,20162017
224,224,224,224,224,2016-10-28,Keith Kinkaid,home,New Jersey Devils,Chicago Blackhawks,61.0667,3,2.44,20162017
