,Player,Match_1,Score_1,Match_2,Score_2,Match_3,Score_3,Match_4,Score_4,Match_5,Score_5,Match_6,Score_6,Match_7,Score_7,Match_8,Score_8,Match_9,Score_9,Match_10,Score_10
1099,Danny Irmen,Freddie Hamilton,0.9995639465319344,Elias Lindholm,0.9988814275802326,James Sheppard,0.9988791087655261,Trevor Smith,0.997916283633162,Warren Peters,0.9956100030698668,Devin Shore,0.9939355491314616,Ryan Stone,0.9927131663001629,Rickard Rakell,0.991993942300508,Kent Johnson,0.9904098550972938,Andy Miele,0.9899212182474095
1785,Henrik Samuelsson,John McCarthy,0.999557849514746,Devin Shore,0.9955870339024423,James Sheppard,0.9952314579161706,Ryan Stone,0.9873613347915584,Dylan Gambrell,0.9861586997462715,Rourke Chartier,0.9848870502304493,Mike Santorelli,0.9837676001991855,Lane Pederson,0.9748039076300932,Jonny Brodzinski,0.9717821818550505,Elias Lindholm,0.970555421309404
1538,Matthew Konan,Matt Grzelcyk,0.9995169477854429,Adam Pelech,0.9935984512598607,Alexandre Carrier,0.9935566443916798,Tomas Kundratek,0.9926534116709501,Samuel Morin,0.9908782345555642,Victor Mete,0.9903742208372347,Cam Fowler,0.9896786752730196,Nikita Nikitin,0.9885456338426402,Dan Renouf,0.9882912498660862,Brandon Davidson,0.9870358463381722
2856,Matthew Knies,Jonathan Drouin,0.9994129790948556,Max Jones,0.9951176715367076,Marek Hrivik,0.9830199643136472,Justin Abdelkader,0.9800425032939817,Sven Baertschi,0.974583821475249,Boris Katchouk,0.966271864591409,Conor Sheary,0.9647889959615662,Joel Farabee,0.9561692346967506,Egor Sokolov,0.9548139262172866,Colin Wilson,0.9537014294357038
2045,Patrick Cannone,Brian Flynn,0.9994063845912264,Alex Barré-Boulet,0.9924777334920662,Michael McLeod,0.9908103245573646,Jordan Weal,0.9897224749408896,Chris Wagner,0.9858288761297279,Drew Shore,0.9850893963920562,Jim O'Brien,0.9811946339467993,Tyson Jost,0.9801070964657724,Joel L'Esperance,0.9757165799631055,Rasmus Kupari,0.9696307201276911
846,Adam Berti,Matt Nieto,0.9994060915615124,Teemu Pulkkinen,0.9984024047023956,Jordan Greenway,0.9947219814264269,Antti Pihlstrom,0.9929676913433191,Garrett Wilson,0.9912701535333786,Tim Sestito,0.9911985457966026,Nick Foligno,0.9911823462151605,Mackenzie MacEachern,0.9909182145213599,Maksim Mayorov,0.9902574497048708,Joel Kiviranta,0.9894347879628483
2102,Sean Malone,Cody Almond,0.9994012588032978,Mike Santorelli,0.9993085127820958,Andrej Nestrasil,0.9971591663125314,Dylan Gambrell,0.9967282470320035,Henrik Borgstrom,0.9960325452186367,Jordan Weal,0.9938502630883171,Brian Flynn,0.9930442159141847,Tyson Jost,0.9923073725035917,Joe Veleno,0.9918644253471378,Reese Johnson,0.9917440736327355
1572,Spencer Abbott,Austin Watson,0.9993528506794782,TJ Galiardi,0.9978329623065697,Drayson Bowman,0.98789521503008,Roman Lyubimov,0.9822613933833462,Gabriel Landeskog,0.9753644991503831,Tyler Benson,0.9596631112439407,Brandon McMillan,0.9560187219381914,Blake Pietila,0.9449406236759229,Vladislav Kamenev,0.9408724960167001,Samuel Fagemo,0.9402522926395711
1670,Adam Payerl,Jesper Boqvist,0.9993355048558268,Glenn Gawdin,0.995618559791555,Nick Bjugstad,0.9952007254359003,Joel L'Esperance,0.9944013615376968,Jesse Winchester,0.9922790650274982,Tanner Fritz,0.9911479245467948,Lane Pederson,0.9906721111187813,Zack Smith,0.9901832735270742,Joe Vitale,0.9896355098334025,Frederik Gauthier,0.9894959477697358
2422,Cameron Hughes,Maxim Mamin,0.9993173517490452,Lean Bergmann,0.998610909034707,Stephane Da Costa,0.9976705358177614,Luke Johnson,0.9970783354514006,Peter Mueller,0.9955263613627687,Jared Ross,0.9953479922979879,William Nylander,0.994492025222228,Radek Faksa,0.9944691067437041,Adam Gaudette,0.9935104539240963,Martin Necas,0.9931235983558623
1399,Philippe Cornet,Fredrik Olofsson,0.9993131730150864,Antoine Roussel,0.9954217196665069,Carsen Twarynski,0.9913435756274411,Tanner Pearson,0.9913140081334308,Viktor Stalberg,0.9892021898196027,Harry Zolnierczyk,0.9887245788352516,Ryan Carter,0.9883841740350261,Tyler Bertuzzi,0.9855503147713671,Pascal Pelletier,0.983963703750235,Matt Beleskey,0.9831940915076366
2668,Ben Jones,Jack McBain,0.999293532557815,Derek Ryan,0.9949062315349665,Nolan Patrick,0.9948433965923409,Henrik Borgstrom,0.9944559628593699,Cody Almond,0.9937118670715229,Michael McLeod,0.9901623145806504,Nick Drazenovic,0.987463429507215,Jay Beagle,0.986956783005549,Dylan Gambrell,0.9866277522618035,Corban Knight,0.9865429128765629
1594,Adam Almquist,Juuso Valimaki,0.9992901499458451,Sean Durzi,0.9966800743338162,Kevin Czuczman,0.9783849879097589,Kyle Burroughs,0.9726086371259494,Jonathon Blum,0.9722905610580147,Joel Hanley,0.9669625431137272,Joel Persson,0.965244254424396,Gabriel Carlsson,0.964690235397582,Matt Kiersted,0.9638135935709254,Steve Wagner,0.9578696399109989
937,Riley Armstrong,Jack McBain,0.9992755762361977,Nick Drazenovic,0.9984013679916174,Colin Blackwell,0.9924184442137449,Jim O'Brien,0.9862934404566357,Joe Vitale,0.9814167210810397,Michael McLeod,0.9812662073377227,Tanner Fritz,0.9796403515384512,Adam Johnson,0.9785691537936653,Henrik Borgstrom,0.9744586463380823,Corban Knight,0.972353085095087
2847,Danil Gushchin,Frazer McLaren,0.9991183045026497,Mike Angelidis,0.9949366919717367,Robbie Earl,0.9901316148701507,Chris Terry,0.981829871600105,Brock McGinn,0.9816308302192989,Daniel Carr,0.974345815210788,Brett MacLean,0.9662822756220438,Fabian Zetterlund,0.9591582895860148,C.J. Smith,0.9587136593911673,Nathan Walker,0.9465849747275035
837,Kip Brennan,Brock McGinn,0.999016750793341,Matt Kassian,0.9762805119233835,Nathan Walker,0.9726001839607995,Vladislav Kamenev,0.9647639648456934,Jesper Bratt,0.9458160346865508,Tye McGinn,0.9454306656554302,Jamie McGinn,0.9204057483553415,Cody McLeod,0.918101899195779,Brandon Tanev,0.9155149875793502,Chris Terry,0.9024587304264061
2473,Andrei Chibisov,Alexander Holtz,0.9989028857960539,Austin Poganski,0.99583933199552,Nick Caamano,0.9947973249568455,Shane Harper,0.9924879894495534,Darren Archibald,0.9919147270983366,Oliver Wahlstrom,0.9901792009770507,Riley Barber,0.9884423777801472,Nicolas Aube-Kubel,0.9852227592006663,Brandon Yip,0.982322338456137,Mathieu Joseph,0.9820371515167154
928,Graham Mink,Mark Arcobello,0.9988927750792111,Erik Condra,0.9640032846980415,Matt D'Agostini,0.9564266007231161,Matt Read,0.9512601273101409,Brendan Gallagher,0.9481046173931159,Steve Downie,0.9275056428830639,Jeremy Williams,0.9249021246074334,Dan Sexton,0.8994335280866302,Ilya Mikheyev,0.8843352198125654,JJ Peterka,0.8783807430771414
1733,Brandon DeFazio,Nikolai Prokhorkin,0.9988844486724492,Egor Sokolov,0.9986347525618309,Tye McGinn,0.9975181317985906,Jujhar Khaira,0.9962008112789551,Colin Wilson,0.9943063635867088,Emerson Etem,0.9940108826533571,Nicholas Robertson,0.9921052362798247,Jakub Vrana,0.9889685180235886,Peter Olvecky,0.9863448067007015,Matt Nieto,0.9859769625190345
2457,Thomas Di Pauli,Chris VandeVelde,0.9988276189713634,Morgan Barron,0.9918478888142828,Brock Nelson,0.9874382689621017,Max Willman,0.9842412073387574,Nick Suzuki,0.9824317333533074,John Quenneville,0.9823314608868197,Victor Rask,0.9812783002376161,Mason Shaw,0.9780085296128163,Byron Froese,0.9750536317680651,Mark Kastelic,0.9700943980460223
2678,Kristians Rubins,Luke Schenn,0.9988042477287105,Daniil Miromanov,0.9922690500223641,Rasmus Andersson,0.9752685449476676,Brayden McNabb,0.9721592942271882,Olivier Magnan,0.9679802498322295,Christian Wolanin,0.9624884913383988,Cory Murphy,0.9621506803622136,Philippe Myers,0.9605713045590166,Egor Yakovlev,0.9539388346561657,Conor Timmins,0.9488789698499753
821,Steve Kelly,Mattias Janmark,0.9987886527048713,Dylan Larkin,0.9981630698971996,Christian Dvorak,0.9966878498286715,Tyler Bozak,0.9949532693889893,Jake Dowell,0.9946496807718428,Ryan O'Reilly,0.9924941103841427,Morgan Frost,0.9918400666578372,Colin Blackwell,0.9904830677288191,Anthony Beauvillier,0.9889791199666876,Blake Lizotte,0.9876575749253715
1126,Evan Oberg,Ben Lovejoy,0.9987629943518119,Chris Tanev,0.9800096958030183,Brian Strait,0.974464737880502,Paul Postma,0.9740403356782811,Erik Cernak,0.9731346850038538,David Warsofsky,0.9623550749403961,Ian McCoshen,0.9389687948027474,Dougie Hamilton,0.9315711275973851,Johnny Boychuk,0.925300654926655,Jacob MacDonald,0.9214902098355264
2152,Justin Auger,Jesper Fast,0.9987366652844367,Vitali Kravtsov,0.9983389328093648,Ilkka Pikkarainen,0.9975614037924525,Richard Panik,0.9937519727632008,Matt Luff,0.9929233538490994,JT Wyman,0.9927482245238461,Reilly Smith,0.9863796158443308,Walker Duehr,0.9820476845237237,Andrew Gordon,0.97806751062876,Jesse Ylonen,0.9751526260027984
1960,Turner Elson,Erik Haula,0.9986299858175329,Roman Horak,0.9816937385393484,Jake Dowell,0.9697801238888041,Alan Quine,0.9645400317999091,Dylan Cozens,0.9612183656159922,Jonny Brodzinski,0.9273503649153201,Mike Santorelli,0.907855925747348,Phil Varone,0.9041411166145535,Michael Latta,0.8982381209111916,Dylan Gambrell,0.8865680460682122
1536,Carter Bancks,Pat Maroon,0.9985687051697814,Gabriel Bourque,0.9980970280828361,Evgeny Dadonov,0.9965099111610062,Eric Wellwood,0.9899110479438393,Lukas Reichel,0.9892876834987414,Micheal Ferland,0.9873436652491586,Teuvo Teravainen,0.9872531437191234,Sergei Plotnikov,0.9850484183873398,Brett Sterling,0.9841071677583283,Drew Miller,0.9833016114824733
2690,Jayden Halbgewachs,Sergei Kostitsyn,0.99847800136454,Rudolfs Balcers,0.9954324208212447,Paul Byron,0.9886899187495672,Dominik Kubalik,0.9856114645837899,Liam Reddox,0.9838979798643672,Aaron Volpatti,0.9776016337133242,Scott Wilson,0.9634331928094811,Rich Clune,0.9607230129949439,Kevin Fiala,0.9596720554527438,Tim Gettinger,0.9572068655941888
2442,Brennan Menell,Tim Heed,0.9984674823817639,Brandon Montour,0.9933356519554019,Charlie McAvoy,0.9863584221907408,Derek Forbort,0.9804635296716516,Yohann Auvitu,0.9734048695155361,Alexandre Carrier,0.9522138041943717,Johnathan Kovacevic,0.9443856385459429,Carl Gunnarsson,0.9434788109335327,Matt Grzelcyk,0.9397094609042793,Alexander Romanov,0.9352966500747555
1611,Patrick Wey,Adam Larsson,0.9984425473822115,Casey Nelson,0.9406222198018553,Matt Roy,0.931786683166201,Dylan DeMelo,0.910477185881656,Nick Leddy,0.8996461374144611,Brett Kulak,0.8893265927617359,Justin Schultz,0.8834822312046903,Henri Jokiharju,0.8804299591176348,Jalen Chatfield,0.861663490230176,Stuart Percy,0.8398148432516553
2597,Joey Keane,Radko Gudas,0.9984401104341459,Kevin Gravel,0.9978766096513394,Dylan DeMelo,0.9947431927832586,Matthew Corrente,0.992686859275388,Nathan Oystrick,0.9925875590290801,Brayden McNabb,0.9925006021536904,Marc-Andre Bourdon,0.99042137817265,Lucas Carlsson,0.9885827643845054,Timothy Liljegren,0.9859129273605525,Ilya Lyubushkin,0.9839405779222811
2639,Nick Merkley,Nick Caamano,0.9983257125516729,Michael Frolik,0.9915885842450383,Kevin Westgarth,0.9838674049215431,Brandon Segal,0.9790923191244434,Mario Kempe,0.9675024576690043,Brandon Pirri,0.9600414777977663,Eriah Hayes,0.9513222934217497,Buddy Robinson,0.9242752258908494,Michael McCarron,0.9172877467114281,Carson Meyer,0.8965373663295106
2529,Ivan Chekhovich,Brett Seney,0.9980321152787195,Kyle Clifford,0.9967545030746697,Kenny Agostino,0.9855017810635044,Nick Foligno,0.9679930825506093,Jordan Greenway,0.9669332478678644,Cole Smith,0.9661243127787106,Christian Thomas,0.9432518838403644,Drayson Bowman,0.9339468277456873,Tanner Glass,0.9157272169741204,Lauri Korpikoski,0.9073592170117197
1475,Jamie Tardif,Steven Pinizzotto,0.9980318526079948,Nicolas Aube-Kubel,0.9976004389202854,Mathieu Joseph,0.9948062207902366,Riley Barber,0.993101426090987,Eriah Hayes,0.9930856917024646,Matt D'Agostini,0.9926830236609387,Darren Archibald,0.9906311827400982,Brandon Segal,0.9887651362291452,Cal Clutterbuck,0.9882083973868127,Stefan Noesen,0.9862149772240545
1413,Mike Connolly,Andreas Martinsen,0.9980229392576452,Kyle Clifford,0.995540530380803,Matthew Tkachuk,0.9911401386504323,Roope Hintz,0.9894931614050912,Chris Bourque,0.9881173833681473,Brendan Lemieux,0.9881084520359297,Brandon Mashinter,0.9863836978957113,Ryan Russell,0.9794994672834866,Joakim Nygard,0.9773494634909765,Chris Durno,0.9767765301680518
2093,Mike Vecchione,Reese Johnson,0.9980222274674997,Michael Latta,0.9963934383192106,Dylan Gambrell,0.9737828266973674,Joseph Cramarossa,0.9712505929653817,Andrej Nestrasil,0.9674991139635725,Mike Santorelli,0.9657209851716785,Devin Shore,0.9591293867896912,James Sheppard,0.9538359237881124,Jonny Brodzinski,0.9514659373844533,Nolan Patrick,0.938387426461606
2843,Sean Farrell,Nick Drazenovic,0.9980196040309135,Alex Wennberg,0.9593920326451781,Darren Helm,0.9039028878683959,Joel L'Esperance,0.8999108319071403,Dylan Strome,0.8883342930217253,Rickard Rakell,0.8836813584298423,Tage Thompson,0.8834142842200461,Jack McBain,0.8381822636552857,Jim O'Brien,0.8318361502695785,Marco Rossi,0.8232064123704455
1537,Drew LeBlanc,John McCarthy,0.9978714865127946,Michael Chaput,0.9951176370059124,Tage Thompson,0.9931859515863461,Travis Boyd,0.9919043479465651,Robert Thomas,0.9903199620927425,Dillon Dube,0.988384522915113,Kyle Chipchura,0.9871040645941795,Jacob Josefson,0.9866458561782869,Sam Lafferty,0.9835165727408399,Sergey Kalinin,0.983278206128856
2829,Billy Sweezey,Scott Harrington,0.9978641266190846,Colton White,0.98789483655488,Nikita Tryamkin,0.9571988663428187,Fredrik Claesson,0.9392199932268396,Juuso Riikola,0.9180097389129348,Andrey Pedan,0.9026144838474902,Gustav Lindstrom,0.8815209418368892,Philip Broberg,0.8658428673664244,Tyler Wotherspoon,0.8502396094369334,Dennis Gilbert,0.8306839708445677
2166,Andrew Crescenzi,Nick Bjugstad,0.9978388306771918,Peter Holland,0.9966371461000642,Tanner Fritz,0.9944859874613833,Joel L'Esperance,0.9935660806780863,Glenn Gawdin,0.993166571080802,Joe Vitale,0.9921393451589363,Zack Smith,0.9912777181121898,Lane Pederson,0.9897675178859865,Jesse Winchester,0.9889775839861575,Zach Aston-Reese,0.9881647087878382
1278,Brendon Nash,Sami Vatanen,0.9977701003756707,Mark Borowiecki,0.99750105371297,Andreas Englund,0.993040440836586,Derek Peltier,0.9860493448983434,Miro Heiskanen,0.9852299047972524,Adam Pelech,0.9837646692420802,Victor Mete,0.9830471136477732,Cal Foote,0.9830051503594273,Samuel Morin,0.9829315259725078,Matt Gilroy,0.9827983053211733
1200,Brian Fahey,Jaccob Slavin,0.9977556929211182,Mark Alt,0.9860837030531913,Austin Strand,0.9588776280627361,Dean Kukan,0.9580685705762187,Vince Dunn,0.9508152440140323,Oliver Ekman-Larsson,0.9494197106253566,Eric Gryba,0.9355060846730435,Michal Kempny,0.9204059658900303,Anton Belov,0.9197441527852657,Brett Carson,0.9042786172538165
1674,Justin Johnson,Eeli Tolvanen,0.9977497115396715,Ryan Vesce,0.994963823984348,Daniel Sprong,0.9939771352143917,Kailer Yamamoto,0.9935915262864207,Anthony Mantha,0.9917391877769199,Joey Anderson,0.9893083546989072,Andrew Gordon,0.9879608877454938,Spencer Machacek,0.9874762821848034,Kurtis Gabriel,0.9822804627391736,Owen Tippett,0.9819661893407975
2726,Declan Chisholm,Tim Heed,0.9977168338682658,Andy Welinski,0.9956077267136594,John Klingberg,0.9950836529844879,Olli Juolevi,0.9943133591148062,Brett Kulak,0.9938972649115367,Kris Russell,0.9888129120804967,Bowen Byram,0.9875572050209417,Ryan Sproul,0.9871502296236693,Jonas Holos,0.9870428249515717,Sean Walker,0.9862866761904309
2551,Maksim Sushko,Mike Duco,0.9976830822417222,Logan O'Connor,0.9943484046933069,Joey Anderson,0.9921949943710549,Mathieu Olivier,0.9909358816000569,Anthony Mantha,0.98753163904564,Troy Terry,0.9844420041921846,Eeli Tolvanen,0.9819974399583362,Mario Kempe,0.9811739275179412,Anthony Peluso,0.9796014217354728,Martin Frk,0.978761211471766
1378,Derek Whitmore,Brett Sutter,0.9976349811902461,Tanner Pearson,0.9962378453194841,Matt Beleskey,0.9947209998024922,Nathan Walker,0.9927003816798625,Ryan Carter,0.9920322875703461,David Van Der Gulik,0.9834899097486504,C.J. Smith,0.9805589409330108,Fabian Zetterlund,0.9784512361947678,James Neal,0.9741143264223732,Fredrik Olofsson,0.967348396442161
2226,Alex Broadhurst,Zach Sill,0.9976240421218402,Ryan McLeod,0.9975976166097079,T.J. Hensick,0.995502024181762,Riley Sheahan,0.9942952117966851,Tommy Wingels,0.9926901218810711,Nick Cousins,0.9918235476399914,Cody Bass,0.9917705031802525,Aliaksei Protas,0.9917008051211245,Chandler Stephenson,0.9916497829995348,Derick Brassard,0.9913576999272334
1641,Nicolas Deschamps,Nick Suzuki,0.9975758705469051,Matthew Highmore,0.9870795889550126,Jackson Cates,0.9864342218749723,Anthony Richard,0.981748572097473,Michael Chaput,0.9791859081163924,Logan Couture,0.9682288071715008,Brock Nelson,0.9627346838826224,Filip Chytil,0.9570909982268293,Peter Holland,0.9411113040369133,Freddie Hamilton,0.931767044312376
1632,Kellan Lain,Rich Clune,0.9975609727228008,Kevin Fiala,0.9493339398012395,Peter Cehlarik,0.9394932852367358,Kalle Kossila,0.9325856886647343,Ronalds Kenins,0.9188551427676569,Sonny Milano,0.8924695280263708,A.J. Greer,0.8709187006428595,Liam Reddox,0.8513962703521747,Tim Gettinger,0.8490085349989736,Dane Byers,0.8114382622035317
1663,Matt Carey,Dwight King,0.9974461502272035,Marcus Johansson,0.9822814394854558,Pierre Engvall,0.9818026980240905,Paul Bissonnette,0.9770042731310407,Vladislav Kamenev,0.9712201950906019,Jeffrey Viel,0.9702216309873073,Matias Maccelli,0.9693478610678017,Joakim Nygard,0.9690870350011322,Zach Boychuk,0.9664918164388067,Chris Durno,0.9645299537299478
1959,Patrick Sieloff,Jakob Chychrun,0.9971644759699605,Kevin Bahl,0.994360179127514,Erik Cernak,0.991068736419979,Anthony DeAngelo,0.988777668598027,Calen Addison,0.9885547934676839,Cody Ceci,0.9871773906001589,Patrik Nemeth,0.9860632978756837,Cal Foote,0.9832317775428644,Marcus Pettersson,0.9831117530118672,Christian Folin,0.9830093878714644
1137,Brock Trotter,Antoine Roussel,0.9971199729294642,Fredrik Olofsson,0.996964023157076,Carsen Twarynski,0.9927942652412945,Viktor Stalberg,0.9875971580546076,Tyler Bertuzzi,0.9863514190109794,Pascal Pelletier,0.9846952880586577,Tanner Pearson,0.9828054294736818,Harry Zolnierczyk,0.9801141765932244,Ryan Carter,0.9800439105250734,Taylor Leier,0.9798694435448447
1900,Mark McNeill,Jack Hughes,0.9970283474256169,Filip Chytil,0.9959586282326713,Brock Nelson,0.9868618768691487,Morgan Barron,0.9824972876476616,J.C. Beaudin,0.9766470580750906,Mason Shaw,0.9757535275098863,Victor Rask,0.9737195413098199,Quinton Byfield,0.9705494708348917,Brody Sutter,0.9699434431844131,Max Willman,0.9671726198516533
1025,Ray Macias,Jon Merrill,0.9970155586672206,Zach Bogosian,0.9782637799283913,Jared Spurgeon,0.870200642104558,Derek Forbort,0.8259980331113008,Jamie McBain,0.8161130530258742,Derek Joslin,0.8160759424414114,Greg Pateryn,0.7957230422745006,Egor Yakovlev,0.7903109463231159,Tyson Strachan,0.7575694541038818,Dylan McIlrath,0.748189936437563
1260,Marcel Mueller,David Desharnais,0.9969378423234121,Marcus Kruger,0.9922304414781427,Connor McDavid,0.9910649470752518,Joseph LaBate,0.9903562936287573,Trent Frederic,0.9786547472003432,Alex Galchenyuk,0.9755419151232764,Philip McRae,0.9700252818600485,James Wright,0.9684027160668157,Andre Deveaux,0.9599766364963537,Tomas Vincour,0.9598092555006921
1237,Stefan Della Rovere,Zach Sanford,0.996892881818171,Matt Kassian,0.9171355175132629,Adam Erne,0.9122532226586024,Antti Pihlstrom,0.895551576107184,Roman Lyubimov,0.8927347282344624,Lukas Kaspar,0.8825517128222884,Gabriel Bourque,0.8544806081864292,Luca Caputi,0.8393952404220352,Matthew Tkachuk,0.8330165713001528,Austin Watson,0.8304785366797786
1754,Justin Shugg,Julien Gauthier,0.9968189403678118,Niclas Bergfors,0.9846388041467913,Max McCormick,0.9780700283162196,Sebastian Aho,0.9765664950828498,Matt Pelech,0.9759337112625904,Josh Bailey,0.9735006768523486,Vasily Podkolzin,0.9639394440292088,Martins Karsums,0.9568303343847239,Jannik Hansen,0.9511815113424799,Tom Wilson,0.9455344061485316
1539,Jared Staal,Mathieu Olivier,0.9968145284659372,Mike Duco,0.9861624954321604,Stephen Gionta,0.9835030895098794,Ben Smith,0.9823414856904739,Joey Anderson,0.9759979989323101,Alexander Nylander,0.9754314181316606,Dennis Everberg,0.9744365529433243,Anthony Mantha,0.9738058151731351,Troy Terry,0.9735039427361348,Viktor Tikhonov,0.9707603626160831
2478,Gage Quinney,Denis Malgin,0.9965980451008,Alex Barre-Boulet,0.9911237454524858,Nicklas Backstrom,0.9879354433994877,Torrey Mitchell,0.9821629723899532,Ryan White,0.9713154032417862,Nico Hischier,0.9623725944729843,Paul Cotter,0.9609344155315994,Jon Matsumoto,0.9601423920541224,Joe Colborne,0.9599379155757771,Connor Bunnaman,0.9591277297174108
